,home_name,home_id,away_name,away_id,timestamp,game_clock,team_basket,possession_team_id,event_type,points_scored,event_coord_x,event_coord_y
0,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:26:00+00:00,9:51,right,bdc2561d-f603-4fab-a262-f1d2af462277,assist,,1006.0,567.0
1,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:41:00+00:00,9:51,right,1f99a164-d593-4d81-85d5-0d7889d6f486,turnover,,811.0,245.0
2,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:26:00+00:00,9:51,right,bdc2561d-f603-4fab-a262-f1d2af462277,threepointmade,3.0,1006.0,567.0
3,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:41:00+00:00,9:51,right,1f99a164-d593-4d81-85d5-0d7889d6f486,turnover,,811.0,245.0
4,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:26:00+00:00,9:33,left,1f99a164-d593-4d81-85d5-0d7889d6f486,threepointmade,3.0,156.0,555.0
5,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:26:00+00:00,9:33,left,1f99a164-d593-4d81-85d5-0d7889d6f486,assist,,156.0,555.0
6,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:42:00+00:00,9:26,left,,twopointmiss,,173.0,291.0
7,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:42:00+00:00,9:24,right,bdc2561d-f603-4fab-a262-f1d2af462277,rebound,,173.0,291.0
8,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:26:00+00:00,9:11,right,,threepointmiss,,897.0,61.0
9,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:26:00+00:00,9:09,left,bdc2561d-f603-4fab-a262-f1d2af462277,rebound,,897.0,61.0
10,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:42:00+00:00,8:58,right,,threepointmiss,,855.0,92.0
11,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:42:00+00:00,8:56,left,1f99a164-d593-4d81-85d5-0d7889d6f486,rebound,,855.0,92.0
12,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:27:00+00:00,8:48,left,,twopointmiss,,106.0,401.0
13,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:27:00+00:00,8:46,right,1f99a164-d593-4d81-85d5-0d7889d6f486,rebound,,106.0,401.0
14,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:43:00+00:00,8:43,right,1f99a164-d593-4d81-85d5-0d7889d6f486,personalfoul,,144.0,177.0
15,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:43:00+00:00,8:43,right,1f99a164-d593-4d81-85d5-0d7889d6f486,personalfoul,,144.0,177.0
16,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:43:00+00:00,8:41,right,bdc2561d-f603-4fab-a262-f1d2af462277,rebound,,228.0,294.0
17,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:43:00+00:00,8:41,right,,lineupchange,,0.0,0.0
18,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:43:00+00:00,8:41,left,,freethrowmiss,,228.0,294.0
19,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:43:00+00:00,8:41,left,,lineupchange,,0.0,0.0
20,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:27:00+00:00,8:33,right,bdc2561d-f603-4fab-a262-f1d2af462277,threepointmade,3.0,779.0,228.0
21,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:44:00+00:00,8:26,right,,twopointmiss,,1019.0,266.0
22,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:44:00+00:00,8:24,left,1f99a164-d593-4d81-85d5-0d7889d6f486,rebound,,1019.0,266.0
23,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:44:00+00:00,8:16,left,bdc2561d-f603-4fab-a262-f1d2af462277,twopointmade,2.0,129.0,235.0
24,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:27:00+00:00,8:05,left,1f99a164-d593-4d81-85d5-0d7889d6f486,turnover,,125.0,215.0
25,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:27:00+00:00,8:05,left,1f99a164-d593-4d81-85d5-0d7889d6f486,turnover,,125.0,215.0
26,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:44:00+00:00,7:55,right,,threepointmiss,,782.0,190.0
27,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:28:00+00:00,7:55,right,,threepointmiss,,824.0,164.0
28,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:28:00+00:00,7:53,left,bdc2561d-f603-4fab-a262-f1d2af462277,rebound,,824.0,164.0
29,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:44:00+00:00,7:53,left,1f99a164-d593-4d81-85d5-0d7889d6f486,rebound,,782.0,190.0
30,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:28:00+00:00,7:43,left,,twopointmiss,,158.0,273.0
31,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:28:00+00:00,7:41,right,1f99a164-d593-4d81-85d5-0d7889d6f486,rebound,,158.0,273.0
32,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:28:00+00:00,7:40,right,bdc2561d-f603-4fab-a262-f1d2af462277,turnover,,168.0,256.0
33,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:28:00+00:00,7:40,right,bdc2561d-f603-4fab-a262-f1d2af462277,turnover,,168.0,256.0
34,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:45:00+00:00,7:37,,bdc2561d-f603-4fab-a262-f1d2af462277,tvtimeout,,,
35,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:45:00+00:00,7:37,left,bdc2561d-f603-4fab-a262-f1d2af462277,offensivefoul,,201.0,236.0
36,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:45:00+00:00,7:37,left,bdc2561d-f603-4fab-a262-f1d2af462277,offensivefoul,,201.0,236.0
37,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:45:00+00:00,7:37,left,bdc2561d-f603-4fab-a262-f1d2af462277,offensivefoul,,201.0,236.0
38,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:45:00+00:00,7:37,left,bdc2561d-f603-4fab-a262-f1d2af462277,turnover,,201.0,236.0
39,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:31:00+00:00,7:35,left,bdc2561d-f603-4fab-a262-f1d2af462277,freethrowmiss,,230.0,297.0
40,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:32:00+00:00,7:35,left,1f99a164-d593-4d81-85d5-0d7889d6f486,freethrowmade,1.0,223.0,288.0
41,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:31:00+00:00,7:35,left,,deadball,,,
42,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:28:00+00:00,7:35,,bdc2561d-f603-4fab-a262-f1d2af462277,tvtimeout,,,
43,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:32:00+00:00,7:35,left,,lineupchange,,0.0,0.0
44,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:31:00+00:00,7:35,right,,lineupchange,,0.0,0.0
45,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:28:00+00:00,7:35,right,bdc2561d-f603-4fab-a262-f1d2af462277,shootingfoul,,75.0,284.0
46,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:28:00+00:00,7:35,right,bdc2561d-f603-4fab-a262-f1d2af462277,shootingfoul,,75.0,284.0
47,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:48:00+00:00,7:21,left,bdc2561d-f603-4fab-a262-f1d2af462277,personalfoul,,955.0,386.0
48,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 02:32:00+00:00,7:21,right,,twopointmiss,,1034.0,320.0
49,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,2018-03-18 03:48:00+00:00,7:21,left,bdc2561d-f603-4fab-a262-f1d2af462277,personalfoul,,955.0,386.0
